,C1,L1,P2,L2,1C1,1L1,1P2,1L2,2C1,2L1,2P2,2L2,3C1,3L1,3P2,3L2,MW,1MW,L12,1L12,2L12,3L12,L1M,L2M,GF,1GF,2GF
86,21396907.08,112441503.2,21396913.43,87616766.21,1720.562,9040.414,1720.18,7044.484,3.273000006,13.86399999,2.219000001,10.81799999,1.063000012,-0.228,-0.975999996,-0.15700002,-5.044706468,-0.08441563,24824736.99,1995.92,3.090000018,0.070000023,21396906.62,21396909.18,-2.556817502,-0.003044695,0.005169649
87,21398630.58,112450557.7,21398636.44,87623821.61,1723.5,9054.446,1723.008,7055.4,2.937999997,14.03200002,2.828000002,10.91600001,-0.335000008,0.168000028,0.609000001,0.09800002,-5.304221295,-0.259514827,24826736.09,1999.1,3.179999977,0.089999959,21398629.63,21398632.18,-2.543496948,0.013320554,0.016365249
88,21400355.85,112459626.2,21400362.09,87630887.99,1725.274,9068.532,1725.648,7066.377,1.774,14.08599998,2.639999997,10.97699998,-1.163999997,0.05399996,-0.188000005,0.060999975,-5.039375115,0.26484618,24828738.21,2002.12,3.020000011,-0.159999967,21400355.31,21400357.86,-2.547493111,-0.003996164,-0.017316718
89,21402084.39,112468708.8,21402090.54,87637965.3,1728.539,9082.548,1728.453,7077.307,3.264999997,14.01600002,2.805000003,10.93000002,1.490999997,-0.069999963,0.165000007,-0.046999961,-5.159564745,-0.12018963,24830743.5,2005.29,3.169999987,0.149999976,21402083.67,21402086.21,-2.537566133,0.009926978,0.013923142
90,21403815.24,112477805.3,21403821.41,87645053.52,1730.851,9096.569,1730.871,7088.226,2.312000003,14.02099998,2.417999998,10.91899998,-0.952999994,0.004999965,-0.387000006,-0.011000037,-5.025716774,0.133847971,24832751.78,2008.28,2.99000001,-0.179999977,21403814.68,21403817.23,-2.54689052,-0.009324387,-0.019251365
91,21405548.74,112486916,21405554.93,87652152.75,1733.5,9110.673,1733.516,7099.223,2.649,14.10400002,2.645,10.99700001,0.336999997,0.083000034,0.227000002,0.078000024,-4.776404645,0.249312129,24834763.25,2011.47,3.189999998,0.199999988,21405548.39,21405550.93,-2.542799208,0.004091311,0.013415698
92,21407285.24,112496040.6,21407291.22,87659262.83,1736.5,9124.607,1736.297,7110.086,3,13.93399999,2.781000003,10.86299999,0.351,-0.170000032,0.136000004,-0.134000018,-4.84082713,-0.064422485,24836777.77,2014.52,3.049999997,-0.140000001,21407284.74,21407287.28,-2.543306656,-0.000507448,-0.004598759
93,21409024.6,112505179.2,21409030.07,87666383.79,1739.36,9138.575,1738.843,7120.957,2.860000003,13.96800001,2.545999996,10.87100001,-0.139999997,0.034000024,-0.235000007,0.008000016,-4.950986166,-0.110159036,24838795.41,2017.64,3.120000005,0.070000008,21409023.76,21409026.3,-2.536709804,0.006596852,0.0071043
94,21410766.25,112514331.8,21410771.94,87673515.68,1741.648,9152.584,1741.875,7131.888,2.287999995,14.009,3.032000002,10.93099999,-0.572000008,0.040999994,0.486000005,0.059999987,-5.01894987,-0.067963704,24840816.12,2020.71,3.069999993,-0.050000012,21410765.44,21410767.98,-2.535219178,0.001490626,-0.005106226
95,21412509.74,112523498.3,21412516.27,87680658.43,1743.492,9166.544,1744.332,7142.753,1.844000001,13.95999999,2.456999999,10.86500001,-0.443999995,-0.04900001,-0.575000003,-0.065999985,-4.496731926,0.522217944,24842839.87,2023.75,3.040000007,-0.029999986,21412509.77,21412512.31,-2.540769406,-0.005550228,-0.007040855
96,21414257.77,112532678.8,21414263.34,87687812.08,1748.031,9180.523,1747.063,7153.652,4.539000001,13.979,2.731000002,10.89899999,2.695,0.019000009,0.274000004,0.033999979,-5.227181446,-0.73044952,24844866.72,2026.85,3.100000009,0.060000002,21414256.76,21414259.3,-2.544099543,-0.003330138,0.00222009
97,21416007.21,112541873.3,21416013.01,87694976.58,1749.438,9194.449,1749.672,7164.499,1.407000002,13.926,2.609000001,10.847,-3.131999999,-0.053000003,-0.122000001,-0.051999986,-5.048201725,0.178979721,24846896.72,2030,3.149999991,0.049999982,21416006.41,21416008.95,-2.532999083,0.01110046,0.014430597
98,21417759.07,112551081.6,21417765.71,87702151.83,1751.859,9208.253,1752.703,7175.253,2.421,13.80399999,3.030999996,10.75400001,1.013999999,-0.122000009,0.421999995,-0.092999995,-4.936876256,0.111325469,24848929.77,2033.05,3.049999997,-0.099999994,21417758.7,21417761.22,-2.521105725,0.011893358,0.000792898
99,21419514.13,112560303.8,21419520.51,87709338.02,1755.055,9222.286,1754.797,7186.186,3.195999999,14.03300001,2.094000004,10.93299998,0.774999999,0.229000017,-0.936999992,0.178999975,-5.019244727,-0.082368471,24850965.78,2036.01,2.960000008,-0.089999989,21419513.62,21419516.16,-2.535790056,-0.014684331,-0.026577689
100,21421271.75,112569540.1,21421278.29,87716535.13,1757.625,9236.301,1757.785,7197.106,2.57,14.015,2.987999998,10.92000002,-0.625999998,-0.018000007,0.893999994,-0.012999967,-5.105149314,-0.085904587,24853004.97,2039.19,3.179999992,0.219999984,21421271.23,21421273.76,-2.534109127,0.001680929,0.01636526
101,21423032.02,112578790.4,21423038.52,87723743.13,1760.273,9250.272,1760.23,7208.003,2.647999998,13.971,2.444999997,10.89699998,0.077999998,-0.044,-0.543000001,-0.023000032,-5.053961892,0.051187422,24855047.27,2042.3,3.110000014,-0.069999978,21423031.5,21423034.03,-2.527766004,0.006343123,0.004662193
102,21424794.78,112588054.4,21424801.45,87730961.81,1762.758,9263.978,1762.922,7218.68,2.485000003,13.706,2.692000005,10.67700002,-0.162999995,-0.265000001,0.247000009,-0.219999969,-4.978387225,0.075574667,24857092.59,2045.32,3.019999981,-0.090000033,21424794.38,21424796.91,-2.522564646,0.005201358,-0.001141764
103,21426560.52,112597332.2,21426566.8,87738191.3,1765.742,9277.858,1765.352,7229.492,2.983999997,13.88000001,2.429999996,10.81199999,0.498999994,0.17400001,-0.262000009,0.134999976,-5.085657164,-0.107269939,24859140.9,2048.31,2.99000001,-0.029999971,21426559.89,21426562.42,-2.53122301,-0.008658364,-0.013859723
104,21428328.48,112606623.9,21428335.03,87745431.59,1767.954,9291.704,1768.234,7240.289,2.212000005,13.84599999,2.882000003,10.79700001,-0.771999992,-0.034000024,0.452000007,-0.014999986,-5.003947884,0.08170928,24861192.31,2051.41,3.099999994,0.109999985,21428328.04,21428330.58,-2.532269616,-0.001046605,0.007611759
105,21430099.38,112615929.5,21430105.66,87752682.68,1770.906,9305.571,1770.625,7251.091,2.951999996,13.867,2.390999999,10.80199999,0.739999991,0.021000013,-0.491000004,0.00499998,-4.958837926,0.045109958,24863246.82,2054.51,3.099999994,0,21430098.84,21430101.37,-2.525704492,0.006565124,0.007611729
106,21431872.72,112625249,21431879.31,87759944.57,1773.336,9319.443,1773.657,7261.889,2.43,13.87200001,3.032000002,10.79800001,-0.521999996,0.00500001,0.641000003,-0.003999978,-4.939342063,0.019495863,24865304.43,2057.61,3.100000024,2.98E-08,21431872.28,21431874.79,-2.511527609,0.014176883,0.007611759
107,21433649.02,112634582.2,21433655.29,87767217.19,1776.297,9333.191,1775.976,7272.618,2.960999999,13.748,2.318999998,10.729,0.530999999,-0.124000013,-0.713000003,-0.069000006,-5.063917056,-0.124574993,24867365.01,2060.58,2.969999984,-0.13000004,21433648.33,21433650.84,-2.510703005,0.000824604,-0.013352279
108,21435427.24,112643929.1,21435433.84,87774500.49,1778.226,9346.898,1778.555,7283.297,1.929000001,13.707,2.579,10.67900001,-1.031999998,-0.040999994,0.260000002,-0.049999997,-4.726370763,0.337546293,24869428.61,2063.6,3.019999996,0.050000012,21435426.99,21435429.5,-2.511020161,-0.000317156,-0.00114176
109,21437209.11,112653289.8,21437215.38,87781794.53,1781.867,9360.708,1781.531,7294.046,3.641000003,13.81,2.976,10.749,1.712000001,0.103,0.397,0.069999993,-5.228190657,-0.501819894,24871495.27,2066.66,3.060000002,0.040000007,21437208.27,21437210.78,-2.508102328,0.002917834,0.00323499
110,21438993.1,112662664.3,21438999.2,87789099.38,1783.993,9374.569,1783.82,7304.852,2.125999998,13.86099999,2.289000001,10.80599999,-1.515000004,0.050999984,-0.686999999,0.056999996,-5.28094149,-0.052750833,24873564.92,2069.65,2.99000001,-0.069999993,21438992.18,21438994.7,-2.519044213,-0.010941885,-0.013859719
111,21440779.32,112672052.7,21440785.56,87796415.01,1786.218,9388.392,1786.36,7315.627,2.224999998,13.82300001,2.539999999,10.77500001,0.098999999,-0.037999973,0.250999998,-0.030999988,-4.958466407,0.322475083,24875637.69,2072.77,3.11999999,0.12999998,21440778.73,21440781.25,-2.517490149,0.001554064,0.01249595
112,21442568.51,112681455,21442574.95,87803741.47,1789.188,9402.292,1789.398,7326.455,2.970000003,13.89999999,3.038000003,10.82799999,0.745000005,0.076999977,0.498000003,0.052999988,-5.042280216,-0.083813809,24877713.53,2075.84,3.070000008,-0.049999982,21442567.93,21442570.44,-2.515650641,0.001839507,0.000285443
113,21444360.93,112690871.1,21444366.99,87811078.66,1792.422,9416.074,1792.035,7337.195,3.233999997,13.78200001,2.636999998,10.73999999,0.263999995,-0.117999986,-0.401000004,-0.088,-5.508826431,-0.466546215,24879792.44,2078.91,3.069999993,-1.49E-08,21444359.75,21444362.26,-2.508134041,0.0075166,0.005677093
114,21446154.84,112700300.9,21446161.23,87818426.54,1793.914,9429.787,1794.239,7347.88,1.492000002,13.713,2.204,10.68500002,-1.741999995,-0.069000006,-0.432999998,-0.054999977,-5.054852754,0.453973677,24881874.36,2081.92,3.010000005,-0.059999987,21446154.18,21446156.69,-2.504201304,0.003932737,-0.003583863
115,21447951.7,112709744.4,21447958.42,87825785.09,1796.851,9443.478,1797.191,7358.554,2.936999999,13.691,2.952,10.67399998,1.444999997,-0.022,0.748,-0.011000037,-4.993475586,0.061377168,24883959.31,2084.95,3.030000001,0.019999996,21447951.22,21447953.72,-2.498968232,0.005233072,0.001300335
116,21449751.79,112719201.8,21449758.01,87833154.49,1800.094,9457.407,1799.594,7369.391,3.243000001,13.92900001,2.402999997,10.83700001,0.306000002,0.238000005,-0.549000002,0.163000032,-5.207796015,-0.214320429,24886047.31,2088,3.049999997,0.019999996,21449750.91,21449753.4,-2.49833392,0.000634313,-0.004598759
117,21451554.47,112728672.9,21451560.1,87840534.58,1802.68,9471.131,1802.09,7380.099,2.585999999,13.72399999,2.496000007,10.708,-0.657000002,-0.205000013,0.09300001,-0.129000008,-5.371307626,-0.163511611,24888138.32,2091.01,3.010000005,-0.039999992,21451553.2,21451555.7,-2.501283467,-0.002949547,-0.00358386
118,21453358.57,112738157.8,21453364.73,87847925.4,1804.101,9484.89,1804.632,7390.82,1.421,13.759,2.541999996,10.72099999,-1.164999999,0.035000011,0.045999989,0.012999982,-4.681422289,0.689885337,24890232.4,2094.08,3.069999978,0.059999973,21453358.11,21453360.61,-2.498555928,0.002727538,0.005677085
119,21455166.12,112747656.1,21455172.41,87855326.67,1807.547,9498.302,1807.676,7401.262,3.445999999,13.412,3.044,10.442,2.024999999,-0.347000003,0.502000004,-0.278999984,-4.840978876,-0.159556587,24892329.43,2097.03,2.950000018,-0.11999996,21455165.58,21455168.08,-2.497889902,0.000666026,-0.002061512
120,21456976.07,112757168,21456982.54,87862738.53,1809.953,9511.902,1810.125,7411.865,2.406000003,13.59999999,2.449000001,10.60300002,-1.039999995,0.187999994,-0.594999999,0.161000013,-4.800427709,0.040551167,24894429.47,2100.04,3.010000005,0.059999987,21456975.63,21456978.13,-2.495416082,0.00247382,0.001807794
121,21458788.89,112766693.5,21458795.32,87870161.01,1812.821,9525.513,1812.789,7422.48,2.867999997,13.611,2.664000001,10.61499999,0.461999994,0.011000007,0.215,0.01199998,-4.997866258,-0.197438549,24896532.49,2103.02,2.979999989,-0.030000016,21458788.28,21458790.77,-2.498460781,-0.003044698,-0.005518518
122,21460604.52,112776232.7,21460610.62,87877594.16,1815.625,9539.204,1815.297,7433.147,2.804000001,13.69100001,2.507999998,10.667,-0.063999996,0.080000013,-0.156000003,0.052000001,-5.278112631,-0.280246373,24898638.54,2106.05,3.030000016,0.050000027,21460603.52,21460606.03,-2.500205141,-0.00174436,0.001300339
123,21462422.03,112785785.6,21462428.5,87885037.97,1817.515,9552.901,1817.883,7443.807,1.890000001,13.69699998,2.586000003,10.66,-0.914000001,0.005999967,0.078000005,-0.006999999,-5.055236612,0.222876019,24900747.63,2109.09,3.039999977,0.009999961,21462421.38,21462423.88,-2.498207051,0.001998089,0.003742449
124,21464242.7,112795352.1,21464248.85,87892492.39,1820.672,9566.519,1820.348,7454.422,3.157000002,13.61800002,2.465,10.61499999,1.267000001,-0.078999966,-0.121000003,-0.045000002,-5.157983512,-0.1027469,24902859.71,2112.08,2.99000001,-0.049999967,21464241.83,21464244.32,-2.499285389,-0.001078337,-0.003076427
125,21466065.23,112804932.3,21466071.93,87899957.49,1822.531,9580.212,1823.082,7465.101,1.858999997,13.69299999,2.733999997,10.67900002,-1.298000004,0.074999973,0.268999998,0.064000025,-4.840787597,0.317195915,24904974.81,2115.1,3.020000011,0.030000001,21466064.88,21466067.38,-2.501505479,-0.00222009,-0.001141753
126,21467891.48,112814526.1,21467897.5,87907433.16,1826.25,9593.804,1825.57,7475.67,3.719000001,13.59199999,2.488000002,10.56899999,1.860000003,-0.100999996,-0.245999996,-0.110000029,-5.184532702,-0.343745105,24907092.94,2118.13,3.029999986,0.009999976,21467890.52,21467893.01,-2.497033577,0.004471902,0.006691992
127,21469719.63,112824133.6,21469725.83,87914919.5,1828.149,9607.477,1828.328,7486.339,1.899,13.67300001,2.757999998,10.66899998,-1.82,0.081000015,0.269999996,0.099999994,-5.139661707,0.044870995,24909214.1,2121.16,3.030000001,1.49E-08,21469718.76,21469721.25,-2.491261341,0.005772237,0.001300335
128,21471550.5,112833754.7,21471556.93,87922416.43,1830.867,9621.069,1831.098,7496.932,2.717999998,13.59200001,2.770000003,10.59300002,0.818999998,-0.081,0.012000006,-0.07599996,-5.265947666,-0.126285959,24911338.27,2124.17,3.010000005,-0.019999996,21471549.6,21471552.08,-2.483681306,0.007580034,0.001807798
129,21473383.86,112843389.5,21473390.18,87929924.08,1833.359,9634.814,1833.254,7507.652,2.492000002,13.74499999,2.155999999,10.71999998,-0.225999996,0.152999982,-0.614000004,0.126999959,-5.12836979,0.137577876,24913465.42,2127.15,2.980000004,-0.030000001,21473383.04,21473385.53,-2.487011444,-0.003330138,-0.010910172
130,21475219.86,112853037.9,21475225.95,87937442.3,1836,9648.394,1835.769,7518.22,2.640999999,13.58000001,2.515000001,10.568,0.148999996,-0.164999977,0.359000001,-0.15199998,-4.96274903,0.16562076,24915595.6,2130.18,3.030000001,0.049999997,21475219.07,21475221.55,-2.483649585,0.003361858,0.006691996
131,21477058.45,112862699.8,21477064.54,87944971.06,1838.586,9661.921,1838.582,7528.762,2.585999999,13.527,2.812999997,10.542,-0.055,-0.053000018,0.297999997,-0.026000008,-4.958924029,0.003825001,24917728.74,2133.14,2.959999979,-0.070000023,21477057.67,21477060.15,-2.485298801,-0.001649216,-0.005011074
132,21478899.61,112872375.2,21478905.66,87952510.32,1841.164,9675.389,1841.125,7539.257,2.578000002,13.46799999,2.543000001,10.495,-0.007999998,-0.059,-0.269999996,-0.046999991,-4.916493095,0.042430934,24919864.88,2136.14,3.00000003,0.040000051,21478898.83,21478901.32,-2.482190669,0.003108133,0.004757348
133,21480743.12,112882063.9,21480749.24,87960059.98,1843.508,9688.735,1843.582,7549.66,2.343999997,13.346,2.456999999,10.40300001,-0.234000005,-0.121999994,-0.086000003,-0.091999993,-4.756432682,0.160060413,24922003.92,2139.04,2.899999976,-0.100000054,21480742.53,21480745.02,-2.487962916,-0.005772248,-0.008880381
134,21482589.52,112891766.3,21482595.43,87967620.25,1846.406,9702.35,1846.184,7560.27,2.898000002,13.61499999,2.602000002,10.60999998,0.554000005,0.268999994,0.145000003,0.206999972,-4.717077669,0.039355013,24924146.05,2142.13,3.090000004,0.190000027,21482588.84,21482591.32,-2.477782205,0.010180712,0.01595296
135,21484438.38,112901482.1,21484444.64,87975191,1848.852,9715.805,1849.211,7570.748,2.446000002,13.45500001,3.026999999,10.478,-0.452,-0.159999982,0.424999997,-0.131999984,-4.896378033,-0.179300364,24926291.1,2145.05,2.920000002,-0.170000002,21484437.69,21484440.17,-2.476989314,0.000792891,-0.009387821
136,21486289.47,112911211.4,21486296.13,87982772.28,1851.094,9729.318,1851.492,7581.28,2.241999999,13.51299998,2.281000003,10.53200001,-0.204000004,0.057999969,-0.745999996,0.054000005,-4.718336262,0.178041771,24928439.12,2148.02,2.970000014,0.050000012,21486289.12,21486291.6,-2.478765383,-0.001776069,-0.00256896
137,21488143.98,112920954.3,21488150.29,87990364.1,1854.508,9742.844,1854.164,7591.822,3.414000001,13.52600002,2.671999998,10.542,1.172000002,0.013000041,0.390999995,0.00999999,-5.067081656,-0.348745394,24930590.2,2151.08,3.059999987,0.089999974,21488143.13,21488145.6,-2.466523156,0.012242228,0.014018297
138,21490000.8,112930710.5,21490007,87997966.34,1856.82,9756.214,1856.707,7602.244,2.311999995,13.36999997,2.542999998,10.42200001,-1.102000006,-0.156000048,-0.129000001,-0.11999999,-5.337847557,-0.270765901,24932744.16,2153.96,2.879999995,-0.179999992,21489999.67,21490002.14,-2.468045507,-0.001522351,-0.013764579
139,21491859.23,112940480.3,21491866.21,88005579.2,1858.437,9769.842,1859.211,7612.854,1.617000006,13.62800002,2.504000001,10.61,-0.694999989,0.258000046,-0.038999997,0.187999994,-4.948782895,0.389064662,24934901.1,2156.94,2.980000004,0.100000009,21491858.8,21491861.28,-2.47508638,-0.007040873,-0.005518522
140,21493721.16,112950263.6,21493727.84,88013202.52,1861.93,9783.273,1861.633,7623.319,3.492999997,13.43099999,2.422000002,10.465,1.875999991,-0.197000027,-0.081999999,-0.144999996,-5.031635609,-0.082852714,24937061.08,2159.98,3.040000007,0.060000002,21493720.5,21493722.97,-2.467601489,0.007484891,0.014525764
141,21495585.86,112960060.4,21495592.15,88020836.36,1864.695,9796.786,1864.308,7633.847,2.765000001,13.513,2.674999997,10.52799998,-0.727999996,0.082000002,0.252999995,0.062999979,-5.302515909,-0.2708803,24939224.04,2162.96,2.980000004,-0.060000002,21495584.77,21495587.23,-2.460243464,0.007358026,-0.000126865
142,21497452.34,112969870.5,21497458.69,88028480.66,1866.485,9810.176,1866.539,7644.291,1.789999999,13.39,2.231000002,10.44400002,-0.975000001,-0.122999996,-0.443999995,-0.083999962,-5.027218785,0.275297124,24941389.84,2165.8,2.839999989,-0.140000015,21497451.57,21497454.05,-2.476418428,-0.016174965,-0.02353299
143,21499322.01,112979694.3,21499328.16,88036135.5,1869.664,9823.726,1869.473,7654.848,3.179000001,13.55,2.934,10.557,1.389000002,0.159999996,0.702999998,0.112999976,-5.160850514,-0.133631729,24943558.8,2168.96,3.159999996,0.320000008,21499320.98,21499323.44,-2.459545724,0.016872704,0.033047669
144,21501193.66,112989531.5,21501200.12,88043800.88,1871.656,9837.226,1871.957,7665.375,1.991999999,13.50000001,2.483999997,10.527,-1.187000003,-0.049999982,-0.450000003,-0.030000001,-4.990833584,0.17001693,24945730.62,2171.82,2.860000014,-0.299999982,21501192.94,21501195.4,-2.466713443,-0.007167719,-0.024040423
145,21503068.21,112999382.2,21503074.49,88051476.7,1874.547,9850.67,1874.371,7675.825,2.890999999,13.44399998,2.414000001,10.44999999,0.899,-0.056000039,-0.069999997,-0.077000007,-4.876414865,0.114418719,24947905.5,2174.88,3.059999987,0.199999973,21503067.46,21503069.92,-2.454471227,0.012242217,0.019409936
146,21504945.08,113009246.2,21504951.69,88059163,1876.867,9864.079,1877.196,7686.294,2.320000004,13.40900002,2.825000003,10.46900001,-0.570999995,-0.034999952,0.411000002,0.019000024,-4.892816246,-0.016401381,24950083.2,2177.7,2.820000008,-0.23999998,21504944.52,21504946.99,-2.470646188,-0.016174961,-0.028417177
147,21506824.79,113019123.7,21506831.46,88066859.68,1879.711,9877.405,1879.773,7696.679,2.843999997,13.32599999,2.576999996,10.38500001,0.523999993,-0.083000034,-0.248000007,-0.084000006,-4.946994316,-0.05417807,24952264.02,2180.82,3.11999999,0.299999982,21506824.15,21506826.6,-2.45275858,0.017887607,0.034062568
148,21508707.52,113029014.4,21508713.43,88074566.77,1882.727,9890.785,1881.973,7707.096,3.015999999,13.38,2.200000003,10.417,0.172000002,0.054000005,-0.376999993,0.03199999,-5.29830889,-0.351314574,24954447.63,2183.61,2.790000021,-0.329999968,21508706.28,21508708.75,-2.465222817,-0.012464236,-0.030351844
149,21510591.38,113038918.6,21510598.2,88082284.27,1883.867,9904.13,1884.769,7717.497,1.140000004,13.345,2.796,10.40099999,-1.875999995,-0.034999996,0.595999997,-0.016000003,-4.719244443,0.579064447,24956634.33,2186.7,3.089999974,0.299999952,21510590.99,21510593.44,-2.450950798,0.014272019,0.026736256
150,21512478.64,113048836.1,21512485.25,88090012.21,1887.258,9917.538,1887.047,7727.942,3.390999995,13.40800001,2.277999997,10.44500001,2.250999991,0.063000008,-0.518000003,0.044000015,-4.655751586,0.063492857,24958823.89,2189.56,2.860000014,-0.229999959,21512478.23,21512480.68,-2.455327544,-0.004376747,-0.018648766
151,21514369.06,113058767,21514375.31,88097750.57,1890.414,9930.899,1890.055,7738.355,3.156000003,13.361,3.008000001,10.413,-0.234999992,-0.047000006,0.730000004,-0.032000005,-5.202276818,-0.546525232,24961016.43,2192.54,2.980000004,0.11999999,21514368.01,21514370.47,-2.45443951,0.000888035,0.005264781
152,21516261.38,113068711.2,21516267.36,88105499.28,1892.328,9944.191,1892.058,7748.713,1.914000001,13.292,2.003000002,10.358,-1.242000002,-0.069000006,-1.004999999,-0.055000007,-5.048918776,0.153358042,24963211.92,2195.49,2.949999988,-0.030000016,21516260.33,21516262.78,-2.450221337,0.004218172,0.003330138
153,21518155.63,113078668.5,21518162.18,88113258.26,1894.242,9957.348,1894.817,7758.977,1.913999997,13.15699999,2.758999996,10.264,-3.73E-09,-0.135000005,0.755999994,-0.093999997,-4.731587924,0.317330852,24965410.24,2198.32,2.829999998,-0.11999999,21518155.14,21518157.61,-2.461194932,-0.010973595,-0.015191767
154,21520053.87,113088639.2,21520059.55,88121027.63,1898.242,9970.708,1897.371,7769.371,4,13.36000001,2.554000001,10.39400001,2.086000003,0.203000024,-0.204999994,0.13000001,-5.301743414,-0.57015549,24967611.57,2201.33,3.01000002,0.180000022,21520052.51,21520054.96,-2.459577437,0.001617495,0.01259109
155,21521953.48,113098623.3,21521959.79,88128807.37,1899.61,9984.011,1900.238,7779.74,1.368000004,13.303,2.867000002,10.36899999,-2.631999996,-0.057000011,0.313000001,-0.025000021,-5.193584748,0.108158666,24969815.93,2204.36,3.029999971,0.019999951,21521952.42,21521954.86,-2.440484639,0.019092798,0.017475303
156,21523855.35,113108620.5,21523862.01,88136597.45,1901.875,9997.277,1902.223,7790.084,2.264999997,13.26599999,1.984999996,10.34400001,0.896999992,-0.037000015,-0.882000007,-0.024999976,-4.805204075,0.388380673,24972023.05,2207.12,2.76000002,-0.269999951,21523854.82,21523857.27,-2.453678336,-0.013193697,-0.032286495
157,21525760.39,113118630.9,21525766.92,88144397.75,1905.039,10010.391,1904.91,7800.297,3.163999997,13.11400001,2.687000003,10.21299998,0.899,-0.15199998,0.702000007,-0.131000027,-4.870757576,-0.065553501,24974233.15,2210.1,2.980000004,0.219999984,21525759.74,21525762.19,-2.450823929,0.002854407,0.016048104
158,21527668.4,113128654.6,21527674.58,88152208.4,1908.007,10023.686,1907.656,7810.654,2.968000002,13.29499999,2.746000003,10.35700001,-0.195999995,0.180999979,0.059,0.144000024,-5.320321035,-0.449563459,24976446.2,2213.05,2.949999973,-0.030000031,21527667.18,21527669.63,-2.444639385,0.006184544,0.003330138
159,21529578.52,113138691.6,21529584.41,88160029.42,1910.125,10036.978,1909.836,7821.021,2.118000001,13.29200001,2.179999996,10.367,-0.850000001,-0.002999976,-0.566000007,0.00999999,-5.318399481,0.001921554,24978662.18,2215.98,2.930000022,-0.019999951,21529577.16,21529579.6,-2.440008912,0.004630473,-0.001554072
160,21531490.52,113148741.8,21531496.83,88167860.77,1911.993,10050.242,1912.414,7831.347,1.868000001,13.26400001,2.578000002,10.32600001,-0.25,-0.027999997,0.398000006,-0.040999994,-4.9884369,0.329962581,24980881.03,2218.85,2.870000005,-0.060000017,21531489.65,21531492.1,-2.446193449,-0.006184537,-0.010815009
161,21533405.69,113158805.3,21533412.03,88175702.44,1915.172,10063.486,1915.199,7841.674,3.179000001,13.24399997,2.784999996,10.32700001,1.311000001,-0.020000041,0.206999995,0.001000002,-5.158141039,-0.169704139,24983102.86,2221.83,2.979999989,0.109999985,21533404.67,21533407.11,-2.441721547,0.004471902,0.010656439
162,21535323.06,113168882.1,21535329.56,88183554.44,1917.367,10076.731,1917.532,7851.999,2.194999997,13.24500002,2.333000004,10.32499999,-0.984000005,0.001000047,-0.451999992,-0.002000019,-4.976348124,0.181792915,24985327.66,2224.8,2.969999999,-0.00999999,21535322.22,21535324.65,-2.429035306,0.012686241,0.00821434
163,21537243.37,113178972,21537249.56,88191416.7,1920.312,10089.905,1920.004,7862.253,2.945,13.17399999,2.471999999,10.25399999,0.750000004,-0.071000025,0.138999995,-0.070999995,-5.126724277,-0.150376153,24987555.3,2227.64,2.840000004,-0.129999995,21537242.27,21537244.69,-2.429098733,-6.34268E-05,-0.012749668
164,21539165.77,113189075.1,21539172.19,88199289.3,1922.406,10103.188,1922.625,7872.601,2.094000001,13.28299999,2.620999999,10.34800002,-0.851,0.108999997,0.149,0.094000027,-5.116318204,0.010406073,24989785.8,2230.5,2.859999999,0.019999996,21539164.82,21539167.26,-2.442419291,-0.013320558,-0.013257131
165,21541090.9,113199191.5,21541096.97,88207172.13,1925.125,10116.308,1924.777,7882.83,2.719000001,13.12000002,2.151999999,10.22899999,0.625,-0.162999973,-0.469000001,-0.119000033,-4.908543415,0.207774789,24992019.37,2233.57,3.070000008,0.210000008,21541089.91,21541092.33,-2.423104484,0.019314807,0.032635365
166,21543018.2,113209320.9,21543024.7,88215065.19,1927.305,10129.439,1927.738,7893.064,2.180000003,13.13099998,2.961000003,10.234,-0.538999997,0.010999963,0.809000004,0.00500001,-4.844755989,0.063787426,24994255.71,2236.34,2.769999996,-0.300000012,21543017.47,21543019.9,-2.428242408,-0.005137924,-0.024452731
167,21544948.39,113219463.5,21544954.72,88222968.51,1930.188,10142.598,1930.016,7903.321,2.882999994,13.15899999,2.277999997,10.257,0.70299999,0.028000012,-0.683000006,0.023000002,-4.889069442,-0.044313453,24996494.99,2239.28,2.939999983,0.169999987,21544947.54,21544949.97,-2.427100655,0.001141753,0.006279677
168,21546881.19,113229619.2,21546887.3,88230882.06,1932.797,10155.722,1932.582,7913.545,2.609000005,13.12400001,2.566,10.22400001,-0.273999989,-0.034999982,0.288000003,-0.032999992,-5.066103674,-0.177034232,24998737.14,2242.15,2.87000002,-0.069999963,21546880.11,21546882.54,-2.431382257,-0.004281603,-0.005423356
169,21548815.53,113239788.1,21548822.56,88238805.82,1934.343,10168.847,1935.254,7923.765,1.545999996,13.125,2.672000002,10.22,-1.063000008,0.000999987,0.106000002,-0.004000008,-4.619127996,0.446975678,25000982.28,2245.14,2.989999995,0.119999975,21548815.18,21548817.6,-2.417173669,0.014208589,0.018490192
170,21550753.39,113249970.1,21550760.15,88246739.88,1937.86,10182.042,1937.597,7934.054,3.517000001,13.19499999,2.342999998,10.289,1.971000005,0.069999993,-0.329000004,0.069000006,-4.851378441,-0.232250445,25003230.22,2247.94,2.799999997,-0.189999998,21550752.75,21550755.18,-2.425483156,-0.008309487,-0.022518076
